bioproject_id	phs_accession	organism	name	protocols_inferred	disease_categories	sra_run_count	description
1403032		Homo sapiens	Evaluation of the effects of endocrine therapy and abemaciclib on host and tumor immune cell repertoire/function in advanced ER+/HER2- breast cancer	scRNA	cancer	0	To characterize the advanced and metastatic breast tumor immune landscape and the impact of CDK4/6 inhibition on its composition and function, we used scRNA-seq to analyze tumor biopsies pre- and post
267617		Homo sapiens	Single Cell Analysis Program-Transcriptomics (SCAP-T)				This initiative is part of the Single Cell Analysis Program (SCAP) and is funded through the NIH Common Fund (See http://nihroadmap.nih.gov/), which supports cross-cutting programs that are expected t
951466		Homo sapiens	Deterministic evolution and stringent selection during pre-neoplasia		cancer		The earliest events during human tumor initiation are poorly characterized but may hold clues as to how to detect and prevent malignancy. Here we model this occult process by engineering TP53 deficien
1106926		Homo sapiens	Pre-existing skin-resident CD8 and gd T cell circuits mediate immune response in Merkel cell carcinoma and predict immunotherapy efficacy	spatial|scRNA	cancer|neurological		Merkel cell carcinoma (MCC) is an aggressive neuroendocrine skin cancer with a ~50% response rate to immunotherapy. Here, we attempted to identify novel predictive biomarkers of response through exten
597930		Homo sapiens	Single-cell analysis reveals different age-related somatic mutation profiles between stem and differentiated cells in human liver		neurological|metabolic|liver|normal		Highly metabolic liver is exposed to many sources of spontaneous mutagenesis resulting in increased genome instability that, potentially, causes age-related functional liver failure. Here we comparati
767162		Homo sapiens	The Psychiatric Cell Mapping Initiative (PCMI)	10x_chromium|scRNA	neurological		We sought to characterize the cell types produced by individual human cortical progenitors and describe their lineage relationships. We labeled individual human cortical cells with a massively complex
981645		Homo sapiens	Single-cell multi-omic analysis of the vestibular schwannoma ecosystem uncovers a nerve injury-like state	atac|scRNA	cancer		Vestibular schwannomas are benign tumors that can lead to significant morbidity, including hearing loss, facial nerve paralysis and obstructive hydrocephalus. The genomic landscape of vestibular schwa
1269127		Homo sapiens	Single cell RNA sequencing of tendon scar tissue (tenolysis)	scRNA	metabolic		This human tenolysis sample was collected as a control (non-diabetic sample) as part of larger study described below.The purpose of the larger study is to define the cellular and molecular environment
1054677		Homo sapiens	Systems analysis of single-cell heterogeneity underlying glioma drug resistance		cancer|neurological		This study characterizes the transcriptional regulatory mechanisms that drive responses of two patient-derived glioblastoma multiforme (GBM) stem-like cells (PD-GSCs) that have distinct phenotypes - o
629812		Homo sapiens	Chronic Malaria drives functional heterogenity in B cell subpopilations and expansion of unswitched atypical memory B cells [Malaria scRNA-seq]	scRNA	neurological		Human chronic infectious diseases have been shown to alter the composition and phenotype of the B cell compartment, which, in part, can attribute to failure to acquire protective immunity. However, th
335638	phs001269		Massively multiplex single-cell Hi-C				Proof-of-concept for a massively parallel single-cell version of the Hi-C protocol Overall design: Single-cell Hi-C Raw data for GSM2254215, GSM2254216, GSM2254218, GSM2254219 and GSM2438426 were subm
734779		Homo sapiens	Characterization of the stromal vascular fraction (SVF) of human subcutaneous adipose tissue (SAT)	drop-seq|scRNA	infectious|metabolic|normal		We report single-cell RNA-seq (Drop-seq) data from the stromal vascular fraction (SVF) of human subcutaneous adipose tissue (SAT). Overall design: Potential subjects were recruited in a consecutive fa
560990		Homo sapiens	SINGLE CELL ANALYSIS OF THE HUMAN PLACENTA		infectious|developmental|normal		Pregnancy and parturition is a complex physiological process requiring a well-orchestrated dialogue between the mother and fetus. The samples collected in this study aim to elucidate using single cell
1162011		Homo sapiens	Single-cell multiplex chromatin and RNA interactions in aging human brain		neurological		The study employs the Multi-Nucleic Acid Interaction Mapping in Single Cell (MUSIC) technique to concurrently profile multiplex chromatin interactions, gene expression, and RNA-chromatin associations 
731584		Homo sapiens	Transcriptome and Epigenome of TIL infusion for cancer immunotherapy	atac	cancer		Adoptive T cell therapy (ACT) using ex vivo_expanded autologous tumor-infiltrating lymphocytes (TILs) can mediate complete regression of certain human cancers. The impact of TIL phenotypes on clinical
267618		Homo sapiens	Homo sapiens				This initiative is part of the Single Cell Analysis Program (SCAP) and is funded through the NIH Common Fund (See http://nihroadmap.nih.gov/), which supports cross-cutting programs that are expected t
1174340	phs003002	Homo sapiens	CD137 agonism enhances anti-PD1 induced activation of clonally expanded CD8+ T cells in a neoadjuvant pancreatic cancer clinical trial	scRNA	cancer|normal		Successful pancreatic ductal adenocarcinoma (PDAC) immunotherapy requires therapeutic combinations that induce quality T cells. Tumor microenvironment (TME) analysis following therapeutic intervention
756990	phs002443	Homo sapiens	Molecular signatures of in-situ to invasive progression for basal-like breast cancers: An integrated mouse model and human tumor study [human]	scRNA	cancer|infectious		This study identifies progression in breast ductal carcinoma in situ (DCIS) as it progresses towards triple negative invasive breast cancer (TNBC). Overall design: Single cell RNA sequencing (scRNAseq
714638		Homo sapiens	Single-cell sequencing data for circulating CAR T cells in lymphoma patients	10x_chromium|cite-seq|scRNA	cancer		Purpose: To compare cell states amoung three populations of interest among circulating CAR T cells in patients with lymphoma. Methods: Nine patients with large B-cell lymphoma (LBCL) were treated with
738517	phs002407	Homo sapiens	A Single Cell Atlas of MMRd and MMRp Colorectal Cancer	spatial	cancer|normal		Immune responses to cancer are highly variable, in particular colorectal cancer tumors with mismatch repair-deficiency (MMRd) show an elevated presence and activity of immune cells as compared to mism
720948		Homo sapiens	Multimodal single cell analysis of molecular profiles of paired tissues of cutaneous T cell lymphoma	cite-seq	cancer|neurological|normal		Cutaneous T cell lymphoma (CTCL) is a heterogeneous group of mature T cell neoplasms characterized by the accumulation of clonal malignant CD4+ T cells in the skin. The most common variant of CTCL, My
1293471		Homo sapiens	Long-read Genome and Single-Nucleus Multiome Sequencing of Brain Tissue from Colombian Individuals with Neurodegenerative Diseases	multiome|snRNA	neurological		This study provides genomic, transcriptomic, and epigenomic data from brain tissue of Colombian individuals affected by neurodegenerative diseases. Participants were recruited through the Grupo de Neu
934664		Homo sapiens	A comprehensive platform for analyzing longitudinal multi-omics data				PALMO (Platform for Analyzing Longitudinal Multi-omics data) is a platform for analyzing longitudinal data from bulk as well as single cell. It allows to identify inter-, intra-donor variations in gen
772348		Homo sapiens	Identification of somatic changes in tumors from Fanconi anemia patients	10x_chromium|spatial	cancer|normal		This study focused on the identification of genomic signatures present in tumors from Fanconi anemia patients. Fanconi anemia is a rare hereditary disease caused by defects in DNA interstrand crosslin
1067702		Homo sapiens	Heterogeneous Cardiac- and Neural Crest-Derived Aortic Smooth Muscle Cells have Similar Transcriptional Changes after TGFβ Signaling Disruption [scRNA-seq-of-human-aortic-media-vascular-cells]	scRNA	neurological|cardiovascular		We report single-cell RNA-seq data of different segments from human thoracic aortas Overall design: Root/Asc/Arch/Desc aortas were collected from human donors in operation room, then digested in colla
892708		Homo sapiens	Multi-modal single-cell and whole-genome sequencing of small, frozen clinical specimens	spatial	cancer|neurological|liver		Clinical application of single-cell sequencing technologies has been hampered by their need for quick processing of relatively large, fresh specimens. Here, we benchmarked the performance of a new tec
1373319		Homo sapiens	Single-cell eQTL and multiome profiling of normal lung tissues for functional characterization of lung cancer risk-associated genomic loci	multiome	cancer|pulmonary|normal		This study was performed to identify cell-type-specific genetic regulation of gene expression in human lung tissues. All 129 participants are Korean female never-smokers who underwent lobectomey with 
758448		Homo sapiens	Longitudinal immune dynamics of mild COVID-19 define signatures of recovery and persistence		neurological|infectious		SARS-CoV-2 has infected over 160 million and caused more than 3 million deaths to date. Most individuals (>80%) have mild symptoms and recover in the outpatient setting, but detailed studies of immune
401960		Homo sapiens	Homo sapiens		cancer|normal		Effective anti-tumor immunity in humans has been associated with presence of T cells targeting neoantigens that arise from non-silent tumor-specific mutations. Here we conducted whole-exome sequencing
300465		Homo sapiens	Homo sapiens		neurological		The human neocortex is created from diverse intermixed progenitors in the prenatal germinal zones. These progenitors have been difficult to characterize since progenitors - particularly radial glia (R
1367138		Homo sapiens	Genome-scale spatial mapping of the Hodgkin lymphoma microenvironment	spatial	cancer|neurological|normal		A central challenge in cancer research is to identify the secreted factors that sustain tumor cell survival. This is best exemplified in Hodgkin lymphoma, where malignant cells constitute a minor frac
1229534	phs004377	Homo sapiens	Metabolic Adaptations Rewire CD4 T Cells in a Subset-Specific Manner in Human Critical Illness with and without Sepsis	10x_chromium|scRNA	infectious|metabolic|normal		Bioenergetic dysfunction is an archetypal finding in critical illness, particularly among patients with severe sepsis. A central feature of sepsis is the shift towards pathologic immunosuppression, es
